Study_Hours,Attendance,Previous_Score,Assignment_Score,Sleep_Hours,Participation_Score,Final_Score
4.370861069626263,59.25664644193098,55.70234102415436,80.36217965253388,6.859979391417964,63.618131216646525,72.15578842889053
9.556428757689245,77.0950473689179,54.81872794431999,87.80088383148234,8.02716164649993,68.40613956250128,98.48784519768606
7.587945476302646,93.64729179382041,94.3752748312622,55.02807392754994,7.800804648950795,91.27284359213081,100.0
6.387926357773329,86.61124432047805,54.972771990970365,77.49244597641993,4.769499523468868,60.40026316359353,89.06858398442364
2.4041677639819286,90.32805739307248,56.316983567717855,74.30475898862491,4.746247348707369,92.17898108873028,77.62464768014634
2.403950683025824,82.93916833553587,85.56389574507782,89.96982260729627,5.340871838724567,45.28806585860149,85.88793655836746
1.5227525095137953,84.61382822589263,66.9843905470324,94.36522362887564,5.805373631705186,86.60790623251785,79.4533174060294
8.795585311974417,92.45978257826596,86.60263341731087,40.72940628864321,6.042277907042413,90.85285798328418,100.0
6.41003510568888,62.483400442959294,43.92196945386311,80.44119514352755,7.398486084166726,50.909059170240326,78.73749867714953
7.372653200164409,74.47124818215703,69.25427162040306,43.11014794718374,4.283402160829177,65.82079194233202,85.19353030665152
1.185260448662222,61.06047209098011,42.016816010996955,72.93151990464136,4.173363521130332,49.929986479819334,58.35512364348273
9.72918866945795,99.38340039983234,43.75919220732127,57.25796374262069,5.959552814719546,82.39624773965306,94.72230277056829
8.491983767203795,97.20296698433066,94.38624720066466,58.40659597132847,7.485818460689902,72.12086608369941,100.0
2.9110519961044856,51.9713405684253,48.354722267055706,61.177510207141395,4.967176714782413,78.11940080249926,63.98139443129808
2.636424704863906,85.27875862578442,71.94524093651303,77.27754694297661,7.207522406281258,51.78921801737267,82.63607649745202
2.650640588680904,96.26241587078329,64.66573615604239,60.042997940126156,5.299140689701497,52.70475172314517,73.13433279554549
3.7381801866358395,59.02876725636668,60.84059957553056,83.96194303541682,8.430430544067582,42.48983953059438,71.83401725765023
5.72280788469014,78.39726152763147,93.99000074123634,64.27164313443218,8.478449721333082,59.32405211174378,95.72978474615364
4.887505167779041,95.77441487940209,41.30940380652937,44.101192018597516,5.486436021406632,73.5846796800205,79.28348133123892
3.6210622617823773,51.69729892928994,79.82738117053535,87.02559054904643,5.149968769816203,91.47609483983973,84.1379478510977
6.506676052501415,84.871013362342,97.80366605281303,57.14549947556236,6.056519860331156,80.01564684752084,99.04872328358063
2.2554447458683766,64.86745036862754,73.61009100771051,65.96601277595576,5.202657925900743,66.12377940398508,73.26536113801852
3.629301836816963,96.21980976882652,96.20934772198551,81.12663299331409,7.361919216458518,97.18720686364827,100.0
4.297256589643226,98.55291225826838,43.13547275716142,59.94736942892272,8.130323422741426,83.1547120345499,82.62561025567712
5.104629857953324,97.2133244556717,65.12759914444968,43.39513936880294,7.365460654556085,95.809912171753,82.81341810181243
8.066583652537123,73.71071083287319,55.60946745772307,62.43526282076881,8.121752236246747,71.65527839632995,92.91395486903173
2.7970640394252375,93.10213254946567,83.84925789884379,96.66691496165821,5.984960811037371,55.53425648758838,89.4052344223068
5.628109945722504,92.22746992675351,98.8778254298348,78.50406383791349,4.781584853544304,43.16960118188332,100.0
6.331731119758382,65.95502366216279,55.39180374665487,80.28874892003242,7.689754736987961,83.56509108903103,81.36953787364186
1.4180537144799796,91.44577370753387,79.25047608844446,77.9369292182584,5.802372525707769,47.27817988033205,84.14061571249155
6.467903667112945,51.85038173577463,51.88585796558441,51.93952833756621,7.356354126145662,58.166507696318035,74.97814844381604
2.5347171131856236,79.81349392410266,73.9198152742966,65.1000318461368,5.353219709908828,71.94825447303384,81.79373020612661
1.5854643368675156,61.50044186438515,67.83594920130017,85.0563879017991,4.406148174033364,73.86499526678486,70.71958485112519
9.539969835279999,56.02834428886394,98.32031977789222,46.08237385318955,8.962908977438817,76.03499181922817,100.0
9.690688297671034,53.84766008146046,76.51163636178799,56.671166565382734,4.781007539652997,49.97531982098204,82.3908210701772
8.275576133048151,84.81443879390699,60.97038232520913,56.579146507951215,8.942104969817406,62.784244289298925,90.10828074537459
3.741523922560336,66.9937481884033,46.845747093276,65.92113565567035,8.886399662832236,77.031653627018,78.46400564542213
1.8790490260574548,86.23833857643808,49.07480972409607,98.8221244565311,7.969090519540198,98.18913187802708,87.48826540961218
7.158097238609412,53.26781703994712,53.519015797074104,44.05015280102931,7.297114810409988,83.65786826198132,77.20098730347904
4.961372443656412,65.76451689153052,55.05799968041788,71.12205966283571,6.889035251255423,95.35622542563746,78.25470786389565
2.0983441136030097,76.97456461876686,91.03696347046827,50.76188092073263,8.330507726889174,85.73272349885062,88.61148039254536
5.456592191001432,89.53615824194819,73.6733672969515,98.24059272458464,5.44719760809744,75.50301813354403,97.22005289414224
1.3094966900369656,65.9376251466035,71.40345468246198,46.798210283647855,6.338406062424385,51.52140214818067,57.62667198657947
9.18388361870904,81.29456882185045,46.88613231215305,64.21606014169548,7.096949846832509,80.00113911355078,93.34495963959257
3.3290198344001523,94.29888741180935,91.6083816009661,84.27309909007637,6.055952379347455,77.40277395759443,97.17307147894448
6.962700559185838,80.79315940911523,83.36885819250902,82.27326568164672,6.13743227045134,76.14815022743599,100.0
3.8053996848046987,61.64797373768169,44.0601017140001,65.36371821363593,5.651423337510423,69.38715207929445,63.96740129559068
5.680612190600297,51.220039077826904,82.47010583378612,60.79145007716309,6.82115908342268,71.71939623935654,71.53738875307286
5.920392514089517,93.50494369504649,72.61229304055877,63.85674271317224,8.25287264007558,60.06655162708624,93.09148460531958
2.6636900997297435,51.063470542519354,44.9035207448067,55.85657578951836,5.0076418900315645,71.15876155853819,62.15882275607408
9.726261649881026,93.73508363420997,67.49803849171938,52.31997632240799,8.672165193767206,51.85335434070869,89.7907825655327
